,contig,position,BE_166,DK_229,DK_267,BE_166_average,DK_229_average,DK_267_average
34685320,NC_063032.1,2674600,41,29,92,41.6,28.7,90.2
34685321,NC_063032.1,2674601,41,29,93,41.6,28.6,90.1
34685322,NC_063032.1,2674602,42,29,90,41.6,28.7,90.5
34685323,NC_063032.1,2674603,42,28,86,41.6,28.9,90.9
34685324,NC_063032.1,2674604,42,28,89,41.7,29.2,91.5
34685325,NC_063032.1,2674605,42,28,91,41.8,29.4,91.8
34685326,NC_063032.1,2674606,42,30,94,42.0,29.6,92.0
34685327,NC_063032.1,2674607,42,31,95,42.2,29.8,92.1
34685328,NC_063032.1,2674608,42,31,94,42.3,30.0,92.3
34685329,NC_063032.1,2674609,42,31,94,42.3,30.3,92.8
34685330,NC_063032.1,2674610,43,31,94,42.4,30.6,93.3
34685331,NC_063032.1,2674611,43,31,94,42.4,30.9,93.6
34685332,NC_063032.1,2674612,43,31,92,42.4,31.0,93.3
34685333,NC_063032.1,2674613,42,31,91,42.3,31.0,93.0
34685334,NC_063032.1,2674614,43,31,94,42.2,30.9,92.6
34685335,NC_063032.1,2674615,42,31,94,42.1,30.9,92.6
34685336,NC_063032.1,2674616,42,31,91,42.0,30.9,92.7
34685337,NC_063032.1,2674617,41,31,92,41.9,30.9,92.8
34685338,NC_063032.1,2674618,41,30,90,41.6,30.8,92.6
34685339,NC_063032.1,2674619,41,31,94,41.3,30.7,92.7
34685340,NC_063032.1,2674620,42,31,95,40.9,30.6,92.7
34685341,NC_063032.1,2674621,42,31,95,40.4,30.4,92.9
34685342,NC_063032.1,2674622,40,30,90,40.0,30.2,93.2
34685343,NC_063032.1,2674623,39,30,92,39.9,30.1,93.7
34685344,NC_063032.1,2674624,39,30,94,39.8,30.1,94.3
34685345,NC_063032.1,2674625,37,29,96,39.7,30.0,94.5
34685346,NC_063032.1,2674626,38,29,94,39.5,29.9,94.6
34685347,NC_063032.1,2674627,40,30,97,39.1,29.7,93.7
34685348,NC_063032.1,2674628,40,30,96,39.0,29.8,94.4
34685349,NC_063032.1,2674629,40,30,96,39.0,29.7,94.9
34685350,NC_063032.1,2674630,40,30,96,39.0,29.8,95.4
34685351,NC_063032.1,2674631,38,29,86,39.3,30.0,95.7
34685352,NC_063032.1,2674632,39,31,97,39.5,30.2,96.1
34685353,NC_063032.1,2674633,39,29,97,39.4,30.3,96.0
34685354,NC_063032.1,2674634,39,31,99,39.4,30.5,96.0
34685355,NC_063032.1,2674635,40,31,99,39.4,30.7,96.2
34685356,NC_063032.1,2674636,40,31,98,39.4,30.9,96.4
34685357,NC_063032.1,2674637,39,31,96,39.6,31.2,97.6
34685358,NC_063032.1,2674638,40,32,96,39.7,31.3,97.7
34685359,NC_063032.1,2674639,40,32,98,39.8,31.6,97.6
34685360,NC_063032.1,2674640,40,32,98,39.8,31.7,97.3
34685361,NC_063032.1,2674641,40,32,98,39.7,31.8,97.0
34685362,NC_063032.1,2674642,40,32,98,39.5,31.9,96.9
34685363,NC_063032.1,2674643,40,32,96,39.4,32.0,97.0
34685364,NC_063032.1,2674644,39,32,96,39.2,32.0,97.1
34685365,NC_063032.1,2674645,39,32,96,39.0,32.0,96.9
34685366,NC_063032.1,2674646,38,32,97,38.9,32.0,96.7
34685367,NC_063032.1,2674647,38,32,97,38.7,32.0,96.4
34685368,NC_063032.1,2674648,38,32,97,38.5,31.9,96.2
34685369,NC_063032.1,2674649,38,32,96,38.3,31.8,96.3
34685370,NC_063032.1,2674650,39,32,96,38.2,31.7,95.8
34685371,NC_063032.1,2674651,38,32,95,38.2,31.6,95.8
34685372,NC_063032.1,2674652,38,31,96,38.3,31.5,95.8
34685373,NC_063032.1,2674653,38,31,97,38.2,31.4,95.7
34685374,NC_063032.1,2674654,38,31,91,38.2,31.3,95.6
34685375,NC_063032.1,2674655,39,31,96,38.2,31.2,95.6
34685376,NC_063032.1,2674656,39,31,97,38.1,31.0,95.7
34685377,NC_063032.1,2674657,37,31,96,38.1,30.8,95.9
34685378,NC_063032.1,2674658,38,31,96,38.2,30.7,95.9
34685379,NC_063032.1,2674659,38,31,96,38.3,30.6,95.8
34685380,NC_063032.1,2674660,38,30,97,38.3,30.4,96.3
34685381,NC_063032.1,2674661,38,30,97,38.2,30.0,95.7
34685382,NC_063032.1,2674662,39,30,96,38.0,29.7,95.6
34685383,NC_063032.1,2674663,39,30,96,37.9,29.4,95.5
34685384,NC_063032.1,2674664,38,29,96,37.6,29.0,95.5
34685385,NC_063032.1,2674665,38,27,90,37.1,28.4,94.9
34685386,NC_063032.1,2674666,37,28,96,36.9,28.1,94.9
34685387,NC_063032.1,2674667,36,28,95,36.7,27.9,94.9
34685388,NC_063032.1,2674668,35,27,96,36.4,27.7,95.0
34685389,NC_063032.1,2674669,33,25,90,36.1,27.5,95.1
34685390,NC_063032.1,2674670,36,27,97,35.9,27.4,95.1
34685391,NC_063032.1,2674671,36,28,97,35.7,27.5,95.6
34685392,NC_063032.1,2674672,36,28,97,35.6,27.5,95.4
34685393,NC_063032.1,2674673,36,28,97,35.4,27.4,95.5
34685394,NC_063032.1,2674674,36,28,96,35.4,27.5,95.3
34685395,NC_063032.1,2674675,36,28,95,35.6,27.7,95.8
34685396,NC_063032.1,2674676,36,28,94,35.5,27.6,94.9
34685397,NC_063032.1,2674677,34,27,96,35.5,27.5,94.4
34685398,NC_063032.1,2674678,35,28,94,35.5,27.5,94.1
34685399,NC_063032.1,2674679,35,27,95,35.6,27.6,93.8
34685400,NC_063032.1,2674680,35,26,88,35.7,27.7,93.6
34685401,NC_063032.1,2674681,36,27,92,35.8,27.8,93.6
34685402,NC_063032.1,2674682,36,28,94,35.9,28.0,93.6
34685403,NC_063032.1,2674683,37,29,94,36.1,28.4,93.3
34685404,NC_063032.1,2674684,37,29,94,36.1,28.7,93.3
34685405,NC_063032.1,2674685,37,29,95,36.1,29.1,93.2
34685406,NC_063032.1,2674686,37,30,94,36.2,29.6,94.1
34685407,NC_063032.1,2674687,36,31,93,36.2,30.0,94.6
34685408,NC_063032.1,2674688,35,31,94,36.2,30.2,94.8
34685409,NC_063032.1,2674689,35,31,94,36.1,30.5,95.1
34685410,NC_063032.1,2674690,36,31,97,36.0,30.8,95.3
34685411,NC_063032.1,2674691,36,31,97,35.9,31.1,95.4
34685412,NC_063032.1,2674692,36,30,96,35.9,31.3,95.8
34685413,NC_063032.1,2674693,36,32,97,36.0,31.4,96.3
34685414,NC_063032.1,2674694,36,32,96,36.0,31.5,96.5
34685415,NC_063032.1,2674695,36,32,96,36.1,31.5,96.9
34685416,NC_063032.1,2674696,37,32,98,36.2,31.3,96.7
34685417,NC_063032.1,2674697,37,32,98,36.3,31.1,96.4
34685418,NC_063032.1,2674698,35,32,96,36.2,31.3,96.6
34685419,NC_063032.1,2674699,36,31,98,36.0,31.3,96.5
34685420,NC_063032.1,2674700,37,29,95,36.1,31.3,96.7
34685421,NC_063032.1,2674701,37,29,94,36.2,31.3,96.9
34685422,NC_063032.1,2674702,35,32,98,36.1,31.3,96.9
34685423,NC_063032.1,2674703,34,32,96,36.1,31.3,97.0
34685424,NC_063032.1,2674704,37,32,98,36.3,31.3,97.3
34685425,NC_063032.1,2674705,37,32,98,36.4,31.4,97.4
34685426,NC_063032.1,2674706,36,32,98,36.4,31.8,97.9
34685427,NC_063032.1,2674707,37,32,99,36.5,32.2,98.5
34685428,NC_063032.1,2674708,37,32,99,36.8,32.3,98.6
34685429,NC_063032.1,2674709,37,32,99,37.3,32.3,99.0
34685430,NC_063032.1,2674710,37,33,100,37.5,32.3,99.2
34685431,NC_063032.1,2674711,38,33,100,37.7,32.3,99.4
34685432,NC_063032.1,2674712,38,33,99,38.0,32.3,99.6
34685433,NC_063032.1,2674713,39,32,100,38.2,32.3,99.6
34685434,NC_063032.1,2674714,39,32,100,38.4,32.2,99.6
34685435,NC_063032.1,2674715,39,32,100,38.6,32.0,99.5
34685436,NC_063032.1,2674716,39,32,100,38.8,31.8,99.4
34685437,NC_063032.1,2674717,39,32,99,38.9,31.6,99.4
34685438,NC_063032.1,2674718,39,31,99,39.0,31.4,99.5
34685439,NC_063032.1,2674719,39,30,98,39.1,31.3,99.5
34685440,NC_063032.1,2674720,39,31,99,39.2,31.2,99.6
34685441,NC_063032.1,2674721,39,31,100,39.3,31.2,99.7
34685442,NC_063032.1,2674722,39,31,100,39.4,31.2,99.8
34685443,NC_063032.1,2674723,40,31,100,39.5,31.3,100.1
34685444,NC_063032.1,2674724,40,31,101,39.6,31.5,100.3
34685445,NC_063032.1,2674725,40,32,101,39.7,31.7,100.8
34685446,NC_063032.1,2674726,40,32,101,39.7,31.8,100.7
34685447,NC_063032.1,2674727,40,33,102,39.6,31.8,100.5
34685448,NC_063032.1,2674728,40,33,101,39.6,31.8,100.6
34685449,NC_063032.1,2674729,40,32,103,39.4,31.9,100.8
34685450,NC_063032.1,2674730,39,32,98,39.3,32.1,100.9
34685451,NC_063032.1,2674731,38,31,98,39.2,32.1,100.9
34685452,NC_063032.1,2674732,39,31,101,39.1,32.0,101.0
34685453,NC_063032.1,2674733,38,32,102,39.0,31.8,100.9
34685454,NC_063032.1,2674734,39,33,102,38.9,31.6,100.8
34685455,NC_063032.1,2674735,39,32,101,38.8,31.5,100.5
34685456,NC_063032.1,2674736,39,31,102,38.8,31.4,100.8
34685457,NC_063032.1,2674737,39,31,101,38.9,31.4,101.2
34685458,NC_063032.1,2674738,39,31,100,38.9,31.4,101.2
34685459,NC_063032.1,2674739,39,31,100,39.0,31.3,101.2
34685460,NC_063032.1,2674740,39,31,101,39.0,31.1,101.2
34685461,NC_063032.1,2674741,39,31,102,38.9,31.0,101.2
34685462,NC_063032.1,2674742,39,31,101,38.8,31.0,101.1
34685463,NC_063032.1,2674743,39,31,102,38.8,30.9,101.1
34685464,NC_063032.1,2674744,39,31,102,38.8,30.9,101.2
34685465,NC_063032.1,2674745,38,31,101,38.8,30.9,101.4
34685466,NC_063032.1,2674746,38,31,101,38.6,30.9,101.2
34685467,NC_063032.1,2674747,39,30,101,38.5,30.9,101.1
34685468,NC_063032.1,2674748,39,31,101,38.5,30.9,101.1
34685469,NC_063032.1,2674749,39,31,102,38.5,30.9,100.9
34685470,NC_063032.1,2674750,37,31,99,38.5,31.0,100.7
34685471,NC_063032.1,2674751,38,31,101,38.6,30.9,100.4
34685472,NC_063032.1,2674752,39,31,101,38.7,30.8,100.1
34685473,NC_063032.1,2674753,39,31,100,38.6,31.0,99.8
34685474,NC_063032.1,2674754,39,32,100,38.4,31.1,99.6
34685475,NC_063032.1,2674755,39,30,98,38.2,31.0,99.4
34685476,NC_063032.1,2674756,39,30,98,38.2,30.9,99.5
34685477,NC_063032.1,2674757,38,32,98,38.1,30.9,99.5
34685478,NC_063032.1,2674758,37,32,99,38.0,30.8,99.2
34685479,NC_063032.1,2674759,37,30,100,37.9,30.7,99.1
34685480,NC_063032.1,2674760,37,30,100,37.9,30.6,99.1
34685481,NC_063032.1,2674761,37,31,101,37.8,30.7,99.1
34685482,NC_063032.1,2674762,38,30,98,37.8,30.8,99.3
34685483,NC_063032.1,2674763,38,30,99,37.9,30.7,99.4
34685484,NC_063032.1,2674764,39,31,100,38.1,30.6,99.5
34685485,NC_063032.1,2674765,38,31,98,38.2,30.7,99.5
34685486,NC_063032.1,2674766,39,31,100,38.2,30.8,99.5
34685487,NC_063032.1,2674767,39,31,99,38.3,30.9,99.7
34685488,NC_063032.1,2674768,39,31,100,38.3,31.1,100.1
34685489,NC_063032.1,2674769,38,31,100,38.3,31.3,100.4
34685490,NC_063032.1,2674770,37,31,100,38.2,31.4,100.6
34685491,NC_063032.1,2674771,38,32,103,38.2,31.5,100.8
34685492,NC_063032.1,2674772,38,32,102,38.1,31.6,101.0
34685493,NC_063032.1,2674773,38,32,102,38.0,31.7,101.4
34685494,NC_063032.1,2674774,38,32,102,37.9,31.8,101.7
34685495,NC_063032.1,2674775,38,32,100,37.9,31.9,102.0
34685496,NC_063032.1,2674776,38,32,102,38.0,32.0,102.3
34685497,NC_063032.1,2674777,38,32,103,38.1,31.9,102.4
34685498,NC_063032.1,2674778,38,32,103,38.2,31.8,102.6
34685499,NC_063032.1,2674779,38,32,103,38.2,31.7,102.6
34685500,NC_063032.1,2674780,38,32,103,38.0,31.6,102.7
34685501,NC_063032.1,2674781,39,31,104,37.7,31.5,103.0
34685502,NC_063032.1,2674782,39,31,104,37.4,31.4,103.0
34685503,NC_063032.1,2674783,38,31,102,37.2,31.3,102.9
34685504,NC_063032.1,2674784,36,31,103,37.0,31.2,102.7
34685505,NC_063032.1,2674785,35,31,103,36.8,31.2,102.9
34685506,NC_063032.1,2674786,35,31,102,36.6,31.2,103.1
34685507,NC_063032.1,2674787,36,31,102,36.3,31.3,103.4
34685508,NC_063032.1,2674788,36,31,101,36.0,31.4,103.7
34685509,NC_063032.1,2674789,36,32,105,35.8,31.5,104.1
34685510,NC_063032.1,2674790,36,32,105,35.6,31.5,103.7
34685511,NC_063032.1,2674791,36,32,107,35.7,31.6,104.1
34685512,NC_063032.1,2674792,36,32,107,35.9,31.6,104.6
34685513,NC_063032.1,2674793,36,32,106,36.0,31.7,105.0
34685514,NC_063032.1,2674794,34,31,99,36.1,31.8,105.7
34685515,NC_063032.1,2674795,36,32,107,36.3,31.8,105.8
34685516,NC_063032.1,2674796,37,31,107,36.5,31.8,105.8
34685517,NC_063032.1,2674797,37,32,106,36.7,31.6,105.7
34685518,NC_063032.1,2674798,37,32,108,36.9,31.4,105.6
34685519,NC_063032.1,2674799,38,32,106,37.0,31.1,105.6
34685520,NC_063032.1,2674800,38,32,105,37.4,30.9,106.3
34685521,NC_063032.1,2674801,38,30,106,37.6,30.7,106.2
34685522,NC_063032.1,2674802,38,30,106,37.7,30.6,106.1
34685523,NC_063032.1,2674803,37,29,106,37.8,30.4,106.0
34685524,NC_063032.1,2674804,38,29,106,37.7,30.2,105.5
34685525,NC_063032.1,2674805,38,30,106,37.6,30.0,105.0
34685526,NC_063032.1,2674806,38,30,106,37.5,29.8,104.4
34685527,NC_063032.1,2674807,38,30,105,37.5,29.8,104.1
34685528,NC_063032.1,2674808,36,30,103,37.5,29.7,103.8
34685529,NC_063032.1,2674809,37,30,101,37.6,29.7,103.4
34685530,NC_063032.1,2674810,37,30,99,37.6,29.7,102.9
34685531,NC_063032.1,2674811,38,30,103,37.6,29.6,102.6
34685532,NC_063032.1,2674812,38,29,103,37.6,29.5,102.5
34685533,NC_063032.1,2674813,38,29,102,37.6,29.3,102.4
34685534,NC_063032.1,2674814,38,29,101,37.8,29.2,102.6
34685535,NC_063032.1,2674815,38,29,103,37.9,29.1,103.0
34685536,NC_063032.1,2674816,38,29,105,38.0,29.0,103.6
34685537,NC_063032.1,2674817,38,28,104,38.0,28.9,103.7
34685538,NC_063032.1,2674818,38,29,105,38.0,28.8,103.8
34685539,NC_063032.1,2674819,38,29,105,38.0,28.7,103.8
34685540,NC_063032.1,2674820,38,29,105,38.0,28.5,104.0
34685541,NC_063032.1,2674821,38,29,104,38.0,28.3,104.0
34685542,NC_063032.1,2674822,38,28,104,38.0,28.1,103.3
34685543,NC_063032.1,2674823,38,28,102,38.0,27.8,102.8
34685544,NC_063032.1,2674824,38,27,103,38.0,27.4,102.7
34685545,NC_063032.1,2674825,38,27,103,38.0,27.0,102.6
34685546,NC_063032.1,2674826,38,27,98,37.8,26.6,102.4
34685547,NC_063032.1,2674827,38,25,99,37.7,26.2,102.1
34685548,NC_063032.1,2674828,38,25,104,37.6,25.8,101.7
34685549,NC_063032.1,2674829,38,25,104,37.5,25.5,101.5
34685550,NC_063032.1,2674830,36,25,103,37.4,25.3,101.4
34685551,NC_063032.1,2674831,37,25,101,37.2,25.1,101.3
34685552,NC_063032.1,2674832,37,24,100,37.0,24.9,101.4
34685553,NC_063032.1,2674833,37,25,100,36.9,24.9,101.8
34685554,NC_063032.1,2674834,37,25,102,36.8,24.9,101.7
34685555,NC_063032.1,2674835,36,25,102,36.7,24.8,101.5
34685556,NC_063032.1,2674836,36,25,99,36.8,24.7,101.1
34685557,NC_063032.1,2674837,37,25,103,36.9,24.6,101.3
34685558,NC_063032.1,2674838,37,25,103,36.5,24.6,100.5
34685559,NC_063032.1,2674839,37,24,102,36.8,24.6,100.8
34685560,NC_063032.1,2674840,37,24,99,37.1,24.6,101.0
34685561,NC_063032.1,2674841,38,24,103,37.5,24.6,101.2
34685562,NC_063032.1,2674842,33,24,92,37.8,24.5,101.8
34685563,NC_063032.1,2674843,40,25,103,38.1,24.5,102.0
34685564,NC_063032.1,2674844,40,25,104,38.3,24.5,102.0
34685565,NC_063032.1,2674845,40,25,104,38.6,24.6,102.3
34685566,NC_063032.1,2674846,39,24,105,38.9,24.7,102.9
34685567,NC_063032.1,2674847,40,25,105,39.1,24.8,103.0
34685568,NC_063032.1,2674848,39,25,103,39.8,24.8,104.3
34685569,NC_063032.1,2674849,40,25,105,39.8,24.7,104.6
34685570,NC_063032.1,2674850,40,25,105,39.8,24.6,104.8
34685571,NC_063032.1,2674851,40,25,104,39.8,24.5,104.9
34685572,NC_063032.1,2674852,40,24,105,39.9,24.5,104.8
34685573,NC_063032.1,2674853,40,24,106,39.9,24.4,104.7
34685574,NC_063032.1,2674854,40,24,106,40.0,24.3,105.0
34685575,NC_063032.1,2674855,40,24,105,40.0,24.2,105.1
34685576,NC_063032.1,2674856,40,24,104,40.0,24.1,104.5
34685577,NC_063032.1,2674857,40,24,104,40.1,24.0,104.4
34685578,NC_063032.1,2674858,40,24,106,40.2,24.0,104.4
34685579,NC_063032.1,2674859,40,24,106,40.2,24.0,104.1
34685580,NC_063032.1,2674860,40,24,99,40.1,24.0,103.6
34685581,NC_063032.1,2674861,41,24,103,39.8,23.9,103.3
34685582,NC_063032.1,2674862,41,24,105,39.7,23.9,103.5
34685583,NC_063032.1,2674863,40,24,103,39.5,23.9,103.6
34685584,NC_063032.1,2674864,39,24,101,39.4,23.9,103.6
34685585,NC_063032.1,2674865,37,23,102,39.3,23.9,103.7
34685586,NC_063032.1,2674866,39,24,106,39.2,23.9,104.4
34685587,NC_063032.1,2674867,38,24,105,39.0,23.9,104.8
34685588,NC_063032.1,2674868,39,24,106,38.8,23.9,105.0
34685589,NC_063032.1,2674869,39,24,107,38.7,23.9,105.4
34685590,NC_063032.1,2674870,39,24,106,38.7,23.9,106.0
34685591,NC_063032.1,2674871,39,24,107,38.7,23.9,106.3
34685592,NC_063032.1,2674872,39,24,107,38.7,23.8,106.2
34685593,NC_063032.1,2674873,39,24,107,38.9,23.6,106.2
34685594,NC_063032.1,2674874,39,24,107,39.1,23.2,106.0
34685595,NC_063032.1,2674875,37,23,105,39.3,22.9,105.7
34685596,NC_063032.1,2674876,39,23,105,39.4,22.5,105.1
34685597,NC_063032.1,2674877,40,22,105,39.4,22.1,104.6
34685598,NC_063032.1,2674878,41,20,104,39.5,21.8,104.4
34685599,NC_063032.1,2674879,41,21,104,39.5,21.5,104.2
34685600,NC_063032.1,2674880,40,20,100,39.5,21.2,104.1
34685601,NC_063032.1,2674881,39,20,102,39.6,20.9,104.1
34685602,NC_063032.1,2674882,40,21,105,39.6,20.7,104.1
34685603,NC_063032.1,2674883,39,21,105,39.4,20.6,104.2
34685604,NC_063032.1,2674884,39,21,106,39.1,20.7,104.4
34685605,NC_063032.1,2674885,38,20,105,38.9,20.7,104.4
34685606,NC_063032.1,2674886,39,21,105,38.7,20.8,105.0
34685607,NC_063032.1,2674887,38,21,106,38.5,20.9,105.3
34685608,NC_063032.1,2674888,38,21,106,38.2,20.9,105.1
34685609,NC_063032.1,2674889,39,21,104,38.0,20.9,104.8
34685610,NC_063032.1,2674890,38,21,106,37.8,20.8,104.6
34685611,NC_063032.1,2674891,37,21,105,37.7,20.8,104.3
34685612,NC_063032.1,2674892,37,21,103,37.6,20.7,104.3
34685613,NC_063032.1,2674893,37,21,102,37.6,20.6,104.2
34685614,NC_063032.1,2674894,37,20,104,37.6,20.5,103.9
34685615,NC_063032.1,2674895,37,20,102,37.4,20.4,103.8
34685616,NC_063032.1,2674896,38,20,105,37.2,20.3,103.0
34685617,NC_063032.1,2674897,38,20,105,37.0,20.3,102.8
34685618,NC_063032.1,2674898,38,20,103,37.0,20.3,102.6
34685619,NC_063032.1,2674899,37,20,103,37.0,20.4,102.8
34685620,NC_063032.1,2674900,36,20,98,36.9,20.6,102.2
34685621,NC_063032.1,2674901,35,21,103,36.8,20.8,102.0
34685622,NC_063032.1,2674902,37,21,101,36.6,21.0,101.6
34685623,NC_063032.1,2674903,37,22,104,36.4,21.2,101.2
34685624,NC_063032.1,2674904,36,22,98,36.0,21.3,100.9
34685625,NC_063032.1,2674905,36,22,100,35.8,21.5,100.9
34685626,NC_063032.1,2674906,36,22,101,35.8,21.7,101.4
34685627,NC_063032.1,2674907,36,22,101,35.9,21.8,101.5
34685628,NC_063032.1,2674908,34,21,100,35.8,21.9,101.5
34685629,NC_063032.1,2674909,35,22,103,35.7,21.9,101.4
34685630,NC_063032.1,2674910,36,22,103,35.7,21.9,102.0
34685631,NC_063032.1,2674911,36,22,104,35.7,21.8,102.4
34685632,NC_063032.1,2674912,36,22,101,35.7,21.6,102.5
34685633,NC_063032.1,2674913,36,22,103,35.8,21.5,102.5
34685634,NC_063032.1,2674914,36,22,104,36.1,21.4,102.8
34685635,NC_063032.1,2674915,36,21,104,36.4,21.2,102.7
34685636,NC_063032.1,2674916,36,20,102,36.6,21.0,102.6
34685637,NC_063032.1,2674917,37,21,101,36.8,20.7,102.4
34685638,NC_063032.1,2674918,37,20,103,37.0,20.4,102.5
34685639,NC_063032.1,2674919,38,20,102,37.4,20.1,102.3
34685640,NC_063032.1,2674920,38,20,102,37.6,19.7,100.8
34685641,NC_063032.1,2674921,38,19,102,37.9,19.6,99.7
34685642,NC_063032.1,2674922,38,19,102,38.2,19.6,99.3
34685643,NC_063032.1,2674923,40,19,101,38.4,19.7,99.2
34685644,NC_063032.1,2674924,38,18,89,38.6,20.1,98.6
34685645,NC_063032.1,2674925,39,20,93,38.7,20.5,98.1
34685646,NC_063032.1,2674926,39,20,98,38.8,20.9,97.8
34685647,NC_063032.1,2674927,39,22,100,38.9,21.3,97.0
34685648,NC_063032.1,2674928,39,24,97,38.9,21.7,96.4
34685649,NC_063032.1,2674929,39,24,97,38.7,22.2,96.0
34685650,NC_063032.1,2674930,39,24,99,38.7,22.9,97.1
34685651,NC_063032.1,2674931,39,23,94,38.5,23.4,97.6
34685652,NC_063032.1,2674932,38,23,96,38.3,23.9,97.8
34685653,NC_063032.1,2674933,38,24,97,38.1,24.2,97.7
34685654,NC_063032.1,2674934,38,25,100,38.0,24.3,98.0
34685655,NC_063032.1,2674935,37,25,98,37.8,24.4,98.3
34685656,NC_063032.1,2674936,37,25,100,37.6,24.5,98.2
34685657,NC_063032.1,2674937,37,25,99,37.4,24.7,98.8
34685658,NC_063032.1,2674938,38,25,100,37.2,25.0,99.2
34685659,NC_063032.1,2674939,37,25,100,37.0,25.0,99.4
34685660,NC_063032.1,2674940,37,25,98,36.8,24.9,99.3
34685661,NC_063032.1,2674941,37,25,100,36.7,24.8,99.3
34685662,NC_063032.1,2674942,36,26,100,36.6,24.7,99.0
34685663,NC_063032.1,2674943,36,24,99,36.5,24.6,98.9
34685664,NC_063032.1,2674944,36,24,99,36.3,24.5,98.7
34685665,NC_063032.1,2674945,36,24,98,36.1,24.4,98.4
34685666,NC_063032.1,2674946,36,24,97,35.9,24.3,98.3
34685667,NC_063032.1,2674947,36,24,98,35.7,24.1,97.9
34685668,NC_063032.1,2674948,36,24,98,35.6,23.8,97.5
34685669,NC_063032.1,2674949,35,24,97,35.5,23.6,96.9
34685670,NC_063032.1,2674950,35,24,97,35.4,23.5,96.4
34685671,NC_063032.1,2674951,35,23,96,35.3,23.5,96.0
34685672,NC_063032.1,2674952,35,23,96,35.1,23.5,95.5
34685673,NC_063032.1,2674953,35,22,93,34.8,23.5,97.8
34685674,NC_063032.1,2674954,35,23,94,34.6,23.5,100.3
34685675,NC_063032.1,2674955,35,24,94,34.5,23.5,102.7
34685676,NC_063032.1,2674956,34,24,92,34.4,23.4,105.1
34685677,NC_063032.1,2674957,33,24,121,34.3,23.4,107.4
34685678,NC_063032.1,2674958,34,24,123,34.2,23.5,109.9
34685679,NC_063032.1,2674959,34,24,121,34.1,23.7,109.4
34685680,NC_063032.1,2674960,34,23,121,33.8,23.8,108.7
34685681,NC_063032.1,2674961,34,23,119,33.6,23.7,108.0
34685682,NC_063032.1,2674962,34,24,121,33.7,23.6,107.3
34685683,NC_063032.1,2674963,34,24,88,33.7,23.4,103.6
34685684,NC_063032.1,2674964,32,24,87,33.8,23.3,100.0
34685685,NC_063032.1,2674965,33,23,87,33.9,23.2,96.7
34685686,NC_063032.1,2674966,35,23,85,34.0,23.2,93.3
34685687,NC_063032.1,2674967,33,22,84,34.2,23.1,89.9
34685688,NC_063032.1,2674968,35,23,87,34.4,23.0,86.4
34685689,NC_063032.1,2674969,35,23,88,34.6,22.9,86.0
34685690,NC_063032.1,2674970,35,23,87,35.1,22.8,85.8
34685691,NC_063032.1,2674971,36,22,85,35.5,22.8,85.8
34685692,NC_063032.1,2674972,36,23,86,35.8,22.8,85.8
34685693,NC_063032.1,2674973,36,23,84,36.3,22.9,86.2
34685694,NC_063032.1,2674974,37,23,85,36.1,22.7,85.1
34685695,NC_063032.1,2674975,37,23,87,36.4,22.7,85.1
34685696,NC_063032.1,2674976,38,23,85,36.8,22.8,85.3
34685697,NC_063032.1,2674977,38,23,88,37.1,23.0,85.7
34685698,NC_063032.1,2674978,33,21,76,37.3,23.1,85.6
34685699,NC_063032.1,2674979,38,23,88,37.5,23.1,85.8
34685700,NC_063032.1,2674980,39,24,89,37.7,23.0,86.1
34685701,NC_063032.1,2674981,39,24,89,37.9,23.0,86.2
34685702,NC_063032.1,2674982,38,24,85,38.1,23.0,86.9
34685703,NC_063032.1,2674983,38,23,86,38.3,23.0,87.2
34685704,NC_063032.1,2674984,39,22,88,39.1,23.2,88.8
34685705,NC_063032.1,2674985,39,23,88,39.4,23.2,89.2
34685706,NC_063032.1,2674986,40,23,92,39.6,23.1,89.3
34685707,NC_063032.1,2674987,40,23,91,39.8,23.1,89.6
34685708,NC_063032.1,2674988,41,23,92,40.0,23.1,90.2
34685709,NC_063032.1,2674989,41,23,92,40.2,23.2,90.8
34685710,NC_063032.1,2674990,41,23,90,40.3,23.4,91.1
34685711,NC_063032.1,2674991,41,24,92,40.4,23.6,91.2
34685712,NC_063032.1,2674992,40,24,91,40.3,23.8,91.2
34685713,NC_063032.1,2674993,40,24,92,40.3,24.0,91.1
34685714,NC_063032.1,2674994,40,24,91,40.2,24.2,90.9
34685715,NC_063032.1,2674995,40,25,89,40.2,24.4,91.0
34685716,NC_063032.1,2674996,39,25,92,40.2,24.5,91.3
34685717,NC_063032.1,2674997,40,25,90,40.2,24.5,91.3
34685718,NC_063032.1,2674998,40,25,90,40.3,24.5,91.6
34685719,NC_063032.1,2674999,41,25,93,40.4,24.5,91.8
34685720,NC_063032.1,2675000,41,24,93,40.5,24.5,92.3
34685721,NC_063032.1,2675001,41,24,92,40.6,24.3,93.0
34685722,NC_063032.1,2675002,41,24,94,40.8,24.1,93.4
34685723,NC_063032.1,2675003,41,24,94,40.9,24.0,94.0
34685724,NC_063032.1,2675004,41,24,96,41.0,23.9,94.6
34685725,NC_063032.1,2675005,41,23,96,41.0,23.8,94.9
34685726,NC_063032.1,2675006,41,23,96,41.0,23.8,95.2
34685727,NC_063032.1,2675007,41,24,96,41.0,23.8,95.5
34685728,NC_063032.1,2675008,41,24,96,41.0,23.8,95.6
34685729,NC_063032.1,2675009,41,24,96,40.9,23.8,95.4
