secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Adams et al., in press	16.0781	16_0781	2016/12/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0781/R1.fq.gz	raw_reads/16_0781/R2.fq.gz	Ayele Badebo and Bekele Abeyo
Adams et al., in press	15.0176	15_0176	2015/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	AC Superb	Infected Leaf	Unknown	Yellow Rust	Unpublished	AC Superb	Infected Leaf	Unknown	Yellow Rust	Merchouch	Morocco	Unknown	Unknown	raw_reads/15_0176/R1.fq.gz	raw_reads/15_0176/R2.fq.gz	Richard Oliver
Adams et al., in press	15.0177	15_0177	2015/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Merchouch	Morocco	Unknown	Unknown	raw_reads/15_0177/R1.fq.gz	raw_reads/15_0177/R2.fq.gz	Richard Oliver
Adams et al., in press	15.0178	15_0178	2015/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Merchouch	Morocco	Unknown	Unknown	raw_reads/15_0178/R1.fq.gz	raw_reads/15_0178/R2.fq.gz	Richard Oliver
Adams et al., in press	15.0179	15_0179	2015/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Trident	Infected Leaf	Unknown	Yellow Rust	Unpublished	Trident	Infected Leaf	Unknown	Yellow Rust	Merchouch	Morocco	Unknown	Unknown	raw_reads/15_0179/R1.fq.gz	raw_reads/15_0179/R2.fq.gz	Richard Oliver
Adams et al., in press	15.0180	15_0180	2015/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Wilma	Infected Leaf	Unknown	Yellow Rust	Unpublished	Wilma	Infected Leaf	Unknown	Yellow Rust	Merchouch	Morocco	Unknown	Unknown	raw_reads/15_0180/R1.fq.gz	raw_reads/15_0180/R2.fq.gz	Richard Oliver
Adams et al., in press	15.0651	15_0651	2015/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Mace	Infected Leaf	Unknown	Yellow Rust	Unpublished	Mace	Infected Leaf	Unknown	Yellow Rust	Scadden	Australia	Unknown	Unknown	raw_reads/15_0651/R1.fq.gz	raw_reads/15_0651/R2.fq.gz	Belinda Cox
Adams et al., in press	15.0652	15_0652	2015/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Scadden	Australia	Unknown	Unknown	raw_reads/15_0652/R1.fq.gz	raw_reads/15_0652/R2.fq.gz	Belinda Cox
Adams et al., in press	15.0653	15_0653	2015/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/15_0653/R1.fq.gz	raw_reads/15_0653/R2.fq.gz	Belinda Cox
Adams et al., in press	16.0245	16_0245	2016/04/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Cropredy	UK	Unknown	Unknown	raw_reads/16_0245/R1.fq.gz	raw_reads/16_0245/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0096	17_0096	2017/03/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0096/R1.fq.gz	raw_reads/17_0096/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0097	17_0097	2017/03/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0097/R1.fq.gz	raw_reads/17_0097/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0120	17_0120	2017/04/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0120/R1.fq.gz	raw_reads/17_0120/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0121	17_0121	2017/04/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Robigus	Infected Leaf	Unknown	Yellow Rust	Unpublished	Robigus	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0121/R1.fq.gz	raw_reads/17_0121/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0136	17_0136	2017/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	LG Generation	Infected Leaf	Unknown	Yellow Rust	Unpublished	LG Generation	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0136/R1.fq.gz	raw_reads/17_0136/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0137	17_0137	2017/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Universe	Infected Leaf	Unknown	Yellow Rust	Unpublished	RGT Universe	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0137/R1.fq.gz	raw_reads/17_0137/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0138	17_0138	2017/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Bennington	Infected Leaf	Unknown	Yellow Rust	Unpublished	Bennington	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0138/R1.fq.gz	raw_reads/17_0138/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0140	17_0140	2017/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Gleam	Infected Leaf	Unknown	Yellow Rust	Unpublished	Gleam	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0140/R1.fq.gz	raw_reads/17_0140/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0142	17_0142	2017/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Lili	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Lili	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0142/R1.fq.gz	raw_reads/17_0142/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0143	17_0143	2017/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Shabras	Infected Leaf	Unknown	Yellow Rust	Unpublished	Shabras	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0143/R1.fq.gz	raw_reads/17_0143/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0122	17_0122	2017/04/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	Unpublished	Solstice	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0122/R1.fq.gz	raw_reads/17_0122/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0123	17_0123	2017/04/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	Unpublished	Claire	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0123/R1.fq.gz	raw_reads/17_0123/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0139	17_0139	2017/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Graham	Infected Leaf	Unknown	Yellow Rust	Unpublished	Graham	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0139/R1.fq.gz	raw_reads/17_0139/R2.fq.gz	Matt Kerton
Adams et al., in press	17.0141	17_0141	2017/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Cougar	Infected Leaf	Unknown	Yellow Rust	Unpublished	Cougar	Infected Leaf	Unknown	Yellow Rust	Wardington	UK	Unknown	Unknown	raw_reads/17_0141/R1.fq.gz	raw_reads/17_0141/R2.fq.gz	Matt Kerton
Adams et al., in press	16.0747	16_0747	2016/10/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Milk	Yellow Rust	Unpublished	Unknown	Infected Leaf	Milk	Yellow Rust	Pergamino	Argentina	20	Unknown	raw_reads/16_0747/R1.fq.gz	raw_reads/16_0747/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0749	16_0749	2016/10/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Fuste	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Fuste	Infected Leaf	Milk	Yellow Rust	Pergamino	Argentina	5	Unknown	raw_reads/16_0749/R1.fq.gz	raw_reads/16_0749/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0750	16_0750	2016/10/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Klein Lanza	Infected Leaf	Milk	Yellow Rust	Unpublished	Klein Lanza	Infected Leaf	Milk	Yellow Rust	Pergamino	Argentina	10	Unknown	raw_reads/16_0750/R1.fq.gz	raw_reads/16_0750/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0752	16_0752	2016/10/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Flowering	Yellow Rust	Unpublished	Unknown	Infected Leaf	Flowering	Yellow Rust	Victoria	Argentina	40	Unknown	raw_reads/16_0752/R1.fq.gz	raw_reads/16_0752/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0753	16_0753	2016/10/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Algarrobo	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Algarrobo	Infected Leaf	Milk	Yellow Rust	Paraná	Argentina	20	Unknown	raw_reads/16_0753/R1.fq.gz	raw_reads/16_0753/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0754	16_0754	2016/10/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Buck Claraz	Infected Leaf	Milk	Yellow Rust	Unpublished	Buck Claraz	Infected Leaf	Milk	Yellow Rust	Paraná	Argentina	10	Unknown	raw_reads/16_0754/R1.fq.gz	raw_reads/16_0754/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0755	16_0755	2016/10/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Cambium	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Cambium	Infected Leaf	Milk	Yellow Rust	Paraná	Argentina	5	Unknown	raw_reads/16_0755/R1.fq.gz	raw_reads/16_0755/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0756	16_0756	2016/10/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Ceibo	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Ceibo	Infected Leaf	Milk	Yellow Rust	Paraná	Argentina	5	Unknown	raw_reads/16_0756/R1.fq.gz	raw_reads/16_0756/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0757	16_0757	2016/10/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Fuste	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Fuste	Infected Leaf	Milk	Yellow Rust	Paraná	Argentina	10	Unknown	raw_reads/16_0757/R1.fq.gz	raw_reads/16_0757/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0758	16_0758	2016/10/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Klein León	Infected Leaf	Milk	Yellow Rust	Unpublished	Klein León	Infected Leaf	Milk	Yellow Rust	Paraná	Argentina	10	Unknown	raw_reads/16_0758/R1.fq.gz	raw_reads/16_0758/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0760	16_0760	2016/10/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Milk	Yellow Rust	Unpublished	Unknown	Infected Leaf	Milk	Yellow Rust	Cañada Rosquin	Argentina	40	Unknown	raw_reads/16_0760/R1.fq.gz	raw_reads/16_0760/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0762	16_0762	2016/10/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Milk	Yellow Rust	Unpublished	Unknown	Infected Leaf	Milk	Yellow Rust	Sancti Spiritu	Argentina	40	Unknown	raw_reads/16_0762/R1.fq.gz	raw_reads/16_0762/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0763	16_0763	2016/11/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Morocco	Infected Leaf	Milk	Yellow Rust	Unpublished	Morocco	Infected Leaf	Milk	Yellow Rust	Bordenave	Argentina	60	Unknown	raw_reads/16_0763/R1.fq.gz	raw_reads/16_0763/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0767	16_0767	2016/11/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Algarrobo	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Algarrobo	Infected Leaf	Milk	Yellow Rust	Anguil	Argentina	40	Unknown	raw_reads/16_0767/R1.fq.gz	raw_reads/16_0767/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0768	16_0768	2016/12/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Ceibo	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Ceibo	Infected Leaf	Milk	Yellow Rust	La Dulce	Argentina	40	Unknown	raw_reads/16_0768/R1.fq.gz	raw_reads/16_0768/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0769	16_0769	2016/12/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Ceibo	Infected Leaf	Milk	Yellow Rust	Unpublished	DM Ceibo	Infected Leaf	Milk	Yellow Rust	Balcarce	Argentina	50	Unknown	raw_reads/16_0769/R1.fq.gz	raw_reads/16_0769/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	16.0882	16_0882	2016/08/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Ogolcho	Infected Leaf	Unknown	Yellow Rust	Unpublished	Ogolcho	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/16_0882/R1.fq.gz	raw_reads/16_0882/R2.fq.gz	EIAR Kulumsa ARC
Adams et al., in press	16.0884	16_0884	2016/10/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Simba	Infected Leaf	Unknown	Yellow Rust	Unpublished	Simba	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/16_0884/R1.fq.gz	raw_reads/16_0884/R2.fq.gz	EIAR Kulumsa ARC
Adams et al., in press	16.0885	16_0885	2016/08/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Hidase	Infected Leaf	Unknown	Yellow Rust	Unpublished	Hidase	Infected Leaf	Unknown	Yellow Rust	Bekoji	Ethiopia	Unknown	Unknown	raw_reads/16_0885/R1.fq.gz	raw_reads/16_0885/R2.fq.gz	EIAR Kulumsa ARC
Adams et al., in press	16.0886	16_0886	2016/08/30	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Dandaa	Infected Leaf	Unknown	Yellow Rust	Unpublished	Dandaa	Infected Leaf	Unknown	Yellow Rust	Kulumsa	Ethiopia	Unknown	Unknown	raw_reads/16_0886/R1.fq.gz	raw_reads/16_0886/R2.fq.gz	EIAR Kulumsa ARC
Adams et al., in press	16.0889	16_0889	2016/08/31	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Pavon-F-76	Infected Leaf	Unknown	Yellow Rust	Unpublished	Pavon-F-76	Infected Leaf	Unknown	Yellow Rust	Assasa	Ethiopia	Unknown	Unknown	raw_reads/16_0889/R1.fq.gz	raw_reads/16_0889/R2.fq.gz	EIAR Kulumsa ARC
Adams et al., in press	16.0322	16_0322	2016/05/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Amplify	Infected Leaf	Unknown	Yellow Rust	Unpublished	Amplify	Infected Leaf	Unknown	Yellow Rust	Spalding	UK	Unknown	Unknown	raw_reads/16_0322/R1.fq.gz	raw_reads/16_0322/R2.fq.gz	Charlotte Hayes
Adams et al., in press	17.0264	17_0264	2017/06/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Apache	Infected Leaf	Unknown	Yellow Rust	Unpublished	Apache	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0264/R1.fq.gz	raw_reads/17_0264/R2.fq.gz	Charlotte Hayes
Adams et al., in press	17.0265	17_0265	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Robigus	Infected Leaf	Unknown	Yellow Rust	Unpublished	Robigus	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0265/R1.fq.gz	raw_reads/17_0265/R2.fq.gz	Charlotte Hayes
Adams et al., in press	17.0266	17_0266	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Warrior	Infected Leaf	Unknown	Yellow Rust	Unpublished	Warrior	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0266/R1.fq.gz	raw_reads/17_0266/R2.fq.gz	Charlotte Hayes
Adams et al., in press	17.0267	17_0267	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	Unpublished	Claire	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0267/R1.fq.gz	raw_reads/17_0267/R2.fq.gz	Charlotte Hayes
Adams et al., in press	17.0271	17_0271	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	Unpublished	Solstice	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0271/R1.fq.gz	raw_reads/17_0271/R2.fq.gz	Charlotte Hayes
Adams et al., in press	17.0272	17_0272	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Lincolnshire	UK	Unknown	Unknown	raw_reads/17_0272/R1.fq.gz	raw_reads/17_0272/R2.fq.gz	Charlotte Hayes
Adams et al., in press	16.0334	16_0334	2016/05/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Gator	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Gator	Infected Leaf	Unknown	Yellow Rust	Honingham	UK	Unknown	Unknown	raw_reads/16_0334/R1.fq.gz	raw_reads/16_0334/R2.fq.gz	Frontier
Adams et al., in press	16.0382	16_0382	2016/05/31	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Spyder	Infected Leaf	Unknown	Yellow Rust	Unpublished	Spyder	Infected Leaf	Unknown	Yellow Rust	East Yorkshire	UK	Unknown	Unknown	raw_reads/16_0382/R1.fq.gz	raw_reads/16_0382/R2.fq.gz	Frontier
Adams et al., in press	17.0099	17_0099	2017/04/03	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Ledbury	UK	Unknown	Unknown	raw_reads/17_0099/R1.fq.gz	raw_reads/17_0099/R2.fq.gz	Frontier
Adams et al., in press	17.0274	17_0274	2017/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Bennington	Infected Leaf	Unknown	Yellow Rust	Unpublished	Bennington	Infected Leaf	Unknown	Yellow Rust	Honingham	UK	Unknown	Unknown	raw_reads/17_0274/R1.fq.gz	raw_reads/17_0274/R2.fq.gz	Frontier
Adams et al., in press	16.0265	16_0265	2016/04/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Kerrin	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Kerrin	Infected Leaf	Unknown	Yellow Rust	Wansford	UK	Unknown	Unknown	raw_reads/16_0265/R1.fq.gz	raw_reads/16_0265/R2.fq.gz	Frontier
Adams et al., in press	17.0092	17_0092	2017/03/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Nassington	UK	Unknown	Unknown	raw_reads/17_0092/R1.fq.gz	raw_reads/17_0092/R2.fq.gz	Frontier
Adams et al., in press	17.0147	17_0147	2017/05/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Great Ayton	UK	Unknown	Unknown	raw_reads/17_0147/R1.fq.gz	raw_reads/17_0147/R2.fq.gz	Frontier
Adams et al., in press	15.0009	15_0009	2015/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Seedling	Yellow Rust	Unpublished	Unknown	Infected Leaf	Seedling	Yellow Rust	Ramot Menashe	Israel	20-30	Unknown	raw_reads/15_0009/R1.fq.gz	raw_reads/15_0009/R2.fq.gz	Udi Meidan
Adams et al., in press	15.0011	15_0011	2015/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Seedling	Yellow Rust	Unpublished	Unknown	Infected Leaf	Seedling	Yellow Rust	Beeri	Israel	20-30	Unknown	raw_reads/15_0011/R1.fq.gz	raw_reads/15_0011/R2.fq.gz	Udi Meidan
Adams et al., in press	15.0012	15_0012	2015/05/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Seedling	Yellow Rust	Unpublished	Unknown	Infected Leaf	Seedling	Yellow Rust	Nahal Shikma	Israel	30-40	Unknown	raw_reads/15_0012/R1.fq.gz	raw_reads/15_0012/R2.fq.gz	Udi Meidan
