secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Adams et al., in press	15.0343	15_0343	2015/07/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	80	Yellow Rust	Unpublished	Unknown	Infected Leaf	80	Yellow Rust	Osgodby	UK	50	None	raw_reads/15_0343/R1.fq.gz	raw_reads/15_0343/R2.fq.gz	Paul Fenwick
Adams et al., in press	15.0344	15_0344	2015/07/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Tulsa	Infected Leaf	80	Yellow Rust	Unpublished	Tulsa	Infected Leaf	80	Yellow Rust	Osgodby	UK	75	None	raw_reads/15_0344/R1.fq.gz	raw_reads/15_0344/R2.fq.gz	Paul Fenwick
Adams et al., in press	15.0424	15_0424	2015/07/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	GS 80	Yellow Rust	Unpublished	Unknown	Infected Leaf	GS 80	Yellow Rust	Rothwell (Lincolnshire)	UK	25	None	raw_reads/15_0424/R1.fq.gz	raw_reads/15_0424/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0093	16_0093	2016/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Altamira	Infected Leaf	Grain Filling	Yellow Rust	Unpublished	Altamira	Infected Leaf	Grain Filling	Yellow Rust	Burgos	Spain	60	None	raw_reads/16_0093/R1.fq.gz	raw_reads/16_0093/R2.fq.gz	Isabel Torró Torró
Adams et al., in press	16.0094	16_0094	2016/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	CCB-Ingenio	Infected Leaf	Grain Filling	Yellow Rust	Unpublished	CCB-Ingenio	Infected Leaf	Grain Filling	Yellow Rust	Burgos	Spain	80	None	raw_reads/16_0094/R1.fq.gz	raw_reads/16_0094/R2.fq.gz	Isabel Torró Torró
Adams et al., in press	16.0105	16_0105	2016/04/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JING9428	Infected Leaf	Unknown	Yellow Rust	Unpublished	JING9428	Infected Leaf	Unknown	Yellow Rust	Córdoba	Spain	Unknown	Unknown	raw_reads/16_0105/R1.fq.gz	raw_reads/16_0105/R2.fq.gz	Maria Lumbreras
Adams et al., in press	16.0106	16_0106	2016/04/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	LCS Atomo	Infected Leaf	Unknown	Yellow Rust	Unpublished	LCS Atomo	Infected Leaf	Unknown	Yellow Rust	Córdoba	Spain	Unknown	Unknown	raw_reads/16_0106/R1.fq.gz	raw_reads/16_0106/R2.fq.gz	Maria Lumbreras
Adams et al., in press	16.0108	16_0108	2016/04/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Guadalete	Infected Leaf	Unknown	Yellow Rust	Unpublished	Guadalete	Infected Leaf	Unknown	Yellow Rust	Las Cabezas de San Juan	Spain	Unknown	Unknown	raw_reads/16_0108/R1.fq.gz	raw_reads/16_0108/R2.fq.gz	Maria Lumbreras
Adams et al., in press	16.0110	16_0110	2016/05/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum durum	Blanco	Infected Leaf	Unknown	Yellow Rust	Unpublished	Blanco (Durum Wheat)	Infected Leaf	Unknown	Yellow Rust	Córdoba	Spain	Unknown	Unknown	raw_reads/16_0110/R1.fq.gz	raw_reads/16_0110/R2.fq.gz	Maria Lumbreras
Adams et al., in press	16.0162	16_0162	2016/06/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	GS 77 (Late Milk)	Yellow Rust	Unpublished	Unknown	Infected Leaf	GS 77 (Late Milk)	Yellow Rust	Odessa	Ukraine	60	None	raw_reads/16_0162/R1.fq.gz	raw_reads/16_0162/R2.fq.gz	Mike Taylor
Adams et al., in press	16.0215	16_0215	2016/06/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	DC 69	Yellow Rust	Unpublished	Unknown	Infected Leaf	DC 69	Yellow Rust	Hrubčice	Czechia	50	None	raw_reads/16_0215/R1.fq.gz	raw_reads/16_0215/R2.fq.gz	Tomáš Nováček
Adams et al., in press	16.0216	16_0216	2016/06/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	DC 69	Yellow Rust	Unpublished	Unknown	Infected Leaf	DC 69	Yellow Rust	Hrubčice	Czechia	45	None	raw_reads/16_0216/R1.fq.gz	raw_reads/16_0216/R2.fq.gz	Tomáš Nováček
Adams et al., in press	16.0217	16_0217	2016/06/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	DC 69	Yellow Rust	Unpublished	Unknown	Infected Leaf	DC 69	Yellow Rust	Hrubčice	Czechia	35	None	raw_reads/16_0217/R1.fq.gz	raw_reads/16_0217/R2.fq.gz	Tomáš Nováček
Adams et al., in press	16.0474	16_0474	2016/06/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Hereford	Infected Leaf	Unknown	Yellow Rust	Unpublished	Hereford	Infected Leaf	Unknown	Yellow Rust	Rothwell (Lincolnshire)	UK	Unknown	Unknown	raw_reads/16_0474/R1.fq.gz	raw_reads/16_0474/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0475	16_0475	2016/06/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Hereford	Infected Leaf	Unknown	Yellow Rust	Unpublished	Hereford	Infected Leaf	Unknown	Yellow Rust	Rothwell (Lincolnshire)	UK	Unknown	Unknown	raw_reads/16_0475/R1.fq.gz	raw_reads/16_0475/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0476	16_0476	2016/06/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Hereford	Infected Leaf	Unknown	Yellow Rust	Unpublished	Hereford	Infected Leaf	Unknown	Yellow Rust	Rothwell (Lincolnshire)	UK	Unknown	Unknown	raw_reads/16_0476/R1.fq.gz	raw_reads/16_0476/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0485	16_0485	2016/06/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Invicta	Infected Leaf	Unknown	Yellow Rust	Unpublished	Invicta	Infected Leaf	Unknown	Yellow Rust	Rothwell (Lincolnshire)	UK	Unknown	Unknown	raw_reads/16_0485/R1.fq.gz	raw_reads/16_0485/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0486	16_0486	2016/06/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Warrior	Infected Leaf	Unknown	Yellow Rust	Unpublished	Warrior	Infected Leaf	Unknown	Yellow Rust	Rothwell (Lincolnshire)	UK	Unknown	Unknown	raw_reads/16_0486/R1.fq.gz	raw_reads/16_0486/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0488	16_0488	2016/06/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Apache	Infected Leaf	Unknown	Yellow Rust	Unpublished	Apache	Infected Leaf	Unknown	Yellow Rust	Rothwell (Lincolnshire)	UK	Unknown	Unknown	raw_reads/16_0488/R1.fq.gz	raw_reads/16_0488/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0489	16_0489	2016/06/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Target	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Target	Infected Leaf	Unknown	Yellow Rust	Rothwell (Lincolnshire)	UK	Unknown	Unknown	raw_reads/16_0489/R1.fq.gz	raw_reads/16_0489/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0494	16_0494	2016/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zulu	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zulu	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/16_0494/R1.fq.gz	raw_reads/16_0494/R2.fq.gz	Darryl Playford
Adams et al., in press	16.0498	16_0498	2016/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Kerrin	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Kerrin	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/16_0498/R1.fq.gz	raw_reads/16_0498/R2.fq.gz	Darryl Playford
Adams et al., in press	16.0500	16_0500	2016/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Relay	Infected Leaf	Unknown	Yellow Rust	Unpublished	Relay	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/16_0500/R1.fq.gz	raw_reads/16_0500/R2.fq.gz	Darryl Playford
Adams et al., in press	16.0501	16_0501	2016/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Britannia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Britannia	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/16_0501/R1.fq.gz	raw_reads/16_0501/R2.fq.gz	Darryl Playford
Adams et al., in press	16.0503	16_0503	2016/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Conversion	Infected Leaf	Unknown	Yellow Rust	Unpublished	RGT Conversion	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/16_0503/R1.fq.gz	raw_reads/16_0503/R2.fq.gz	Darryl Playford
Adams et al., in press	16.0508	16_0508	2016/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/16_0508/R1.fq.gz	raw_reads/16_0508/R2.fq.gz	Darryl Playford
Adams et al., in press	16.0559	16_0559	2016/07/15	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Skyfall	Infected Leaf	55	Yellow Rust	Unpublished	Skyfall	Infected Leaf	55	Yellow Rust	Rothwell (Lincolnshire)	UK	50	None	raw_reads/16_0559/R1.fq.gz	raw_reads/16_0559/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0576	16_0576	2016/07/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Britannia	Infected Leaf	60	Yellow Rust	Unpublished	Britannia	Infected Leaf	60	Yellow Rust	Rothwell (Lincolnshire)	UK	> 50	None	raw_reads/16_0576/R1.fq.gz	raw_reads/16_0576/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0577	16_0577	2016/07/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Myriad	Infected Leaf	60	Yellow Rust	Unpublished	Myriad	Infected Leaf	60	Yellow Rust	Rothwell (Lincolnshire)	UK	> 50	None	raw_reads/16_0577/R1.fq.gz	raw_reads/16_0577/R2.fq.gz	Paul Fenwick
Adams et al., in press	16.0586	16_0586	2016/04/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Bouglainval	France	Unknown	Unknown	raw_reads/16_0586/R1.fq.gz	raw_reads/16_0586/R2.fq.gz	Sejir Chaough
Adams et al., in press	16.0587	16_0587	2016/04/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Bouglainval	France	Unknown	Unknown	raw_reads/16_0587/R1.fq.gz	raw_reads/16_0587/R2.fq.gz	Sejir Chaough
Adams et al., in press	17.0115	17_0115	2017/04/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/17_0115/R1.fq.gz	raw_reads/17_0115/R2.fq.gz	Limagrain
Adams et al., in press	17.0116	17_0116	2017/04/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Cordiale	Infected Leaf	Unknown	Yellow Rust	Unpublished	Cordiale	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/17_0116/R1.fq.gz	raw_reads/17_0116/R2.fq.gz	Limagrain
Adams et al., in press	17.0243	17_0243	2017/04/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Nogal	Infected Leaf	Flowering	Yellow Rust	Unpublished	Nogal	Infected Leaf	Flowering	Yellow Rust	Córdoba	Spain	50	Unknown	raw_reads/17_0243/R1.fq.gz	raw_reads/17_0243/R2.fq.gz	Manuel Infantes
Adams et al., in press	17.0244	17_0244	2017/05/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum durum	Unknown	Infected Leaf	Flowering	Yellow Rust	Unpublished	Unknown (Durum Wheat)	Infected Leaf	Flowering	Yellow Rust	Córdoba	Spain	30	Unknown	raw_reads/17_0244/R1.fq.gz	raw_reads/17_0244/R2.fq.gz	Manuel Infantes
Adams et al., in press	17.0487	17_0487	2017/08/29	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Saskatoon	Canada	Unknown	Unknown	raw_reads/17_0487/R1.fq.gz	raw_reads/17_0487/R2.fq.gz	Jason
Adams et al., in press	16.0491	16_0491	2016/06/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	LGW 110	Infected Leaf	Unknown	Yellow Rust	Unpublished	LGW 110	Infected Leaf	Unknown	Yellow Rust	Rothwell (Lincolnshire)	UK	Unknown	Unknown	raw_reads/16_0491/R1.fq.gz	raw_reads/16_0491/R2.fq.gz	Paul Fenwick
Adams et al., in press	17.0024	17_0024	2017/06/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	BBCH 47	Yellow Rust	Unpublished	Unknown	Infected Leaf	BBCH 47	Yellow Rust	Hněvčeves	Czechia	5	None	raw_reads/17_0024/R1.fq.gz	raw_reads/17_0024/R2.fq.gz	Tomáš Nováček
Adams et al., in press	17.0025	17_0025	2017/06/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Elan	Infected Leaf	BBCH 47	Yellow Rust	Unpublished	Elan	Infected Leaf	BBCH 47	Yellow Rust	Hněvčeves	Czechia	0.5	None	raw_reads/17_0025/R1.fq.gz	raw_reads/17_0025/R2.fq.gz	Tomáš Nováček
Adams et al., in press	17.0026	17_0026	2017/06/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	BBCH 55	Yellow Rust	Unpublished	Unknown	Infected Leaf	BBCH 55	Yellow Rust	Hněvčeves	Czechia	0.1	None	raw_reads/17_0026/R1.fq.gz	raw_reads/17_0026/R2.fq.gz	Tomáš Nováček
Adams et al., in press	17.0027	17_0027	2017/06/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Asano	Infected Leaf	BBCH 55	Yellow Rust	Unpublished	JB Asano	Infected Leaf	BBCH 55	Yellow Rust	Hněvčeves	Czechia	10	None	raw_reads/17_0027/R1.fq.gz	raw_reads/17_0027/R2.fq.gz	Tomáš Nováček
Adams et al., in press	17.0114	17_0114	2017/04/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Myriad	Infected Leaf	Unknown	Yellow Rust	Unpublished	Myriad	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/17_0114/R1.fq.gz	raw_reads/17_0114/R2.fq.gz	Limagrain
Adams et al., in press	14.0131	14_0131	2014/06/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	Unpublished	Solstice	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/14_0131/R1.fq.gz	raw_reads/14_0131/R2.fq.gz	NIAB
Adams et al., in press	14.0162	14_0162	2014/01/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Timber	Infected Leaf	Unknown	Yellow Rust	Unpublished	Timber	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0162/R1.fq.gz	raw_reads/14_0162/R2.fq.gz	NIAB
Adams et al., in press	14.0171	14_0171	2014/05/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	Telford	UK	Unknown	Unknown	raw_reads/14_0171/R1.fq.gz	raw_reads/14_0171/R2.fq.gz	NIAB
Adams et al., in press	15.0020	15_0020	2014/12/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/15_0020/R1.fq.gz	raw_reads/15_0020/R2.fq.gz	NIAB
Adams et al., in press	15.0034	15_0034	2015/04/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Evolution	Infected Leaf	Unknown	Yellow Rust	Unpublished	Evolution	Infected Leaf	Unknown	Yellow Rust	Bury St Edmunds	UK	Unknown	Unknown	raw_reads/15_0034/R1.fq.gz	raw_reads/15_0034/R2.fq.gz	Amelia Hubbard
Adams et al., in press	15.0648	15_0648	2016/03/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Cambridge	UK	Unknown	Unknown	raw_reads/15_0648/R1.fq.gz	raw_reads/15_0648/R2.fq.gz	NIAB
Adams et al., in press	15.0649	15_0649	2016/03/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Cambridge	UK	Unknown	Unknown	raw_reads/15_0649/R1.fq.gz	raw_reads/15_0649/R2.fq.gz	NIAB
Adams et al., in press	16.0019	16_0019	2016/02/10	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Unknown	Unknown	Unknown	Unknown	raw_reads/16_0019/R1.fq.gz	raw_reads/16_0019/R2.fq.gz	NIAB
Adams et al., in press	16.0302	16_0302	2016/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Monterey	Infected Leaf	Unknown	Yellow Rust	Unpublished	Monterey	Infected Leaf	Unknown	Yellow Rust	Crabbs Green	UK	Unknown	Unknown	raw_reads/16_0302/R1.fq.gz	raw_reads/16_0302/R2.fq.gz	M. Paterson
Adams et al., in press	16.0392	16_0392	2016/06/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Scout	Infected Leaf	Unknown	Yellow Rust	Unpublished	Scout	Infected Leaf	Unknown	Yellow Rust	Cambridge	UK	Unknown	Unknown	raw_reads/16_0392/R1.fq.gz	raw_reads/16_0392/R2.fq.gz	Amelia Hubbard
Adams et al., in press	16.0397	16_0397	2016/06/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Icon	Infected Leaf	Unknown	Yellow Rust	Unpublished	Icon	Infected Leaf	Unknown	Yellow Rust	Cambridge	UK	Unknown	Unknown	raw_reads/16_0397/R1.fq.gz	raw_reads/16_0397/R2.fq.gz	Amelia Hubbard
Adams et al., in press	16.0398	16_0398	2016/06/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Croft	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Croft	Infected Leaf	Unknown	Yellow Rust	Cambridge	UK	Unknown	Unknown	raw_reads/16_0398/R1.fq.gz	raw_reads/16_0398/R2.fq.gz	Amelia Hubbard
Adams et al., in press	16.0401	16_0401	2016/06/06	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Marlborough	Infected Leaf	Unknown	Yellow Rust	Unpublished	RGT Marlborough	Infected Leaf	Unknown	Yellow Rust	Cambridge	UK	Unknown	Unknown	raw_reads/16_0401/R1.fq.gz	raw_reads/16_0401/R2.fq.gz	Amelia Hubbard
Adams et al., in press	16.0463	16_0463	2016/06/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Diego	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Diego	Infected Leaf	Unknown	Yellow Rust	Coates (Peterborough)	UK	Unknown	Unknown	raw_reads/16_0463/R1.fq.gz	raw_reads/16_0463/R2.fq.gz	Richard Overthrow
Adams et al., in press	17.0093	17_0093	2017/03/15	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Vuka	Infected Leaf	Unknown	Yellow Rust	Cambridgeshire	UK	Unknown	Unknown	raw_reads/17_0093/R1.fq.gz	raw_reads/17_0093/R2.fq.gz	Amelia Hubbard
Adams et al., in press	17.0100	17_0100	2017/04/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Talon	Infected Leaf	Unknown	Yellow Rust	Unpublished	Talon	Infected Leaf	Unknown	Yellow Rust	Cambridgeshire	UK	Unknown	Unknown	raw_reads/17_0100/R1.fq.gz	raw_reads/17_0100/R2.fq.gz	Amelia Hubbard
Adams et al., in press	17.0133	17_0133	2017/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Knightsbridge	Infected Leaf	Unknown	Yellow Rust	Unpublished	RGT Knightsbridge	Infected Leaf	Unknown	Yellow Rust	Cambridgeshire	UK	Unknown	Unknown	raw_reads/17_0133/R1.fq.gz	raw_reads/17_0133/R2.fq.gz	Amelia Hubbard
Adams et al., in press	16.0243	16_0243	2016/03/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Myriad	Infected Leaf	Unknown	Yellow Rust	Unpublished	Myriad	Infected Leaf	Unknown	Yellow Rust	Cambridge	UK	Unknown	Unknown	raw_reads/16_0243/R1.fq.gz	raw_reads/16_0243/R2.fq.gz	Bill Clark
Adams et al., in press	16.0301	16_0301	2016/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Invicta	Infected Leaf	Unknown	Yellow Rust	Unpublished	Invicta	Infected Leaf	Unknown	Yellow Rust	Tye Green	UK	Unknown	Unknown	raw_reads/16_0301/R1.fq.gz	raw_reads/16_0301/R2.fq.gz	M. Paterson
Adams et al., in press	17.0119	17_0119	2017/04/21	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Cordiale	Infected Leaf	Unknown	Yellow Rust	Unpublished	Cordiale	Infected Leaf	Unknown	Yellow Rust	Herne Bay	UK	Unknown	Unknown	raw_reads/17_0119/R1.fq.gz	raw_reads/17_0119/R2.fq.gz	Bill C.
